Processes: 212 total, 4 running, 6 stuck, 202 sleeping, 1019 threads 
2014/07/31 06:55:02
Load Avg: 2.07, 2.75, 2.64 
CPU usage: 32.91% user, 45.56% sys, 21.51% idle 
SharedLibs: 9412K resident, 8388K data, 0B linkedit.
MemRegions: 46292 total, 1220M resident, 72M private, 346M shared.
PhysMem: 3004M used (1134M wired), 19M unused.
VM: 528G vsize, 1068M framework vsize, 0(0) swapins, 0(0) swapouts.
Networks: packets: 31360782/25G in, 29845626/18G out.
Disks: 978252/21G read, 388862/16G written.

PID    COMMAND          %CPU TIME     #TH  #WQ #PORTS #MREGS MEM    RPRVT  PURG   CMPRS  VPRVT VSIZE  PGRP  PPID  STATE    UID FAULTS    COW      MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW        PAGEINS KPRVT  KSHRD  IDLEW    POWER USER           
61615  netbiosd         0.0  00:00.03 2    1   42     41     940K   556K   0B     0B     45M    2412M  61615 1     sleeping 222 916       206      149       44        820       267       451        9       180K   136K   10        0.0   _netbios       
59414  com.apple.iCloud 0.0  00:00.61 5    0   87     78     2728K  2268K  0B     904K   54M    2436M  59414 1     sleeping 501 3696      268      974       414       6767      1733      1906       210     292K   612K   57        0.0   tgreen         
58255  WiFiKeychainProx 0.0  00:00.04 2    0   55     43     628K   412K   0B     412K   53M    2433M  58255 424   sleeping 501 1251      149      551       257       1083      707       569        29      292K   206K   13        0.0   tgreen         
57309  xpcd             0.0  00:00.05 2    0   32     40     8192B  4096B  0B     1952K  54M    2412M  57309 1     sleeping 89  1162      86       98        56        953       291       358        2       151K   259K   5         0.0   _spotlight     
55097  EscrowSecurityAl 0.0  00:00.88 3    0   140    82     1556K  1040K  0B     2224K  53M    2472M  55097 424   sleeping 501 10004     420      19543     5272      12059     33922     22805      92      1341K  -2M    141       0.0   tgreen         
54985  cookied          0.0  00:00.05 2    0   52     48     860K   368K   0B     2636K  21M    2411M  54985 424   sleeping 501 1482      145      259       127       3738      617       399        3       177K   76K    1         0.0   tgreen         
53499  spindump_agent   0.0  00:00.02 2    1   52     50     552K   304K   0B     552K   45M    2414M  53499 424   sleeping 501 1051      159      189       74        525       343       276        2       210K   44K    0         0.0   tgreen         
49370  1Password 4      3.3  20:08.10 7    0   228    852    29M    2220K- 0B     18M    102M-  2640M  49370 424   sleeping 501 392031    1017     10841089+ 3789308+  3697166+  7650313+  7001976+   2951    4980K+ -11M-  774299+   4.0   tgreen         
48731  com.apple.ColorS 0.0  00:00.01 2    1   30     45     48K    20K    0B     992K   45M    2412M  48731 1     sleeping 501 1608      195      112       43        500       234       152        0       190K   49K    2         0.0   tgreen         
48304  com.apple.BKAgen 0.0  00:00.05 2    1   53     57     556K   364K   0B     1328K  45M    2435M  48304 1     sleeping 501 2744      329      272       132       982       562       594        12      250K   139K   2         0.0   tgreen         
48260  syspolicyd       0.0  00:00.02 2    1   23     40     8192B  4096B  0B     1684K  53M    2412M  48260 1     sleeping 0   713       87       51        19        305       117       82         5       153K   60K    0         0.0   root           
48258  Preview          0.0  00:02.62 3    0   235    315    6288K  2932K- 0B     18M    -4M+   2567M  48258 424   sleeping 501 79746     657      24467     10684     17514     27200     16766      996     1625K  -92K   166       0.0   tgreen         
34108  zsh              0.1  00:00.41 1    0   19     56     1540K+ 1496K- 0B     1240K- 45M+   2404M  34108 1741  sleeping 501 6509+     1465+    70        21        18486+    173       1090+      427     783K+  2022K+ 0         0.1   tgreen         
33018  vim              0.0  00:00.14 1    0   19     35     704K   652K   0B     1036K  45M    2404M  33018 3582  sleeping 501 1422      129      37        12        2922      80        237        65      142K   102K   7         0.0   tgreen         
29611  com.apple.WebKit 0.0  01:58.33 11   0   274    460    31M    20M-   0B     22M    220M-  3609M  29611 1     sleeping 501 398743    646      361781    171487    1111454   718092    454851     14333   13M    102M   5684      0.0   tgreen         
23256  vim              0.0  00:00.27 1    0   19     35     568K   524K   0B     1168K  44M    2404M  23256 1743  sleeping 501 1327      119      37        12        4458      80        443        92      138K   79K    1         0.0   tgreen         
18954  mdflagwriter     0.0  00:00.00 2    1   24     37     204K   100K   0B     348K   45M    2403M  18954 18952 sleeping 99  457       81       65        21        373       156       60         0       140K   50K    2         0.0   _unknown       
18952  launchd          0.0  00:00.04 2    0   62     39     272K   204K   0B     304K   47M    2413M  18952 1     sleeping 99  829       185      1906      624       2260      1865      964        0       158K   55K    19        0.0   _unknown       
13285  ssh-agent        0.0  00:00.18 3    0   52     46     724K   528K   0B     832K   63M    2422M  13285 424   sleeping 501 2772      150      2465      1503      5828      3939      4179       32      1314K  178K   50        0.0   tgreen         
11933  com.apple.hiserv 0.0  00:00.02 2    0   34     42     12K    0B     0B     1008K  37M    2403M  11933 1     sleeping 501 1501      201      101       38        421       222       91         0       165K   53K    0         0.0   tgreen         
8894   com.apple.WebKit 0.0  00:04.19 14   0   274    559    3424K  2536K  0B     64M    274M   3610M  8894  1     sleeping 501 67793     576      35554     13715     56467     76112     54859      355     3493K  -2M    1005      0.0   tgreen         
7370   imklaunchagent   0.0  00:00.17 2    0   61     47     660K   364K   0B     1404K  62M    2423M  7370  424   sleeping 501 3037      140      4432      2224      8110      4895      4468       10      1382K  247K   148       0.0   tgreen         
6745   vim              0.0  00:00.16 1    0   19     35     472K   420K   0B     1132K  44M    2404M  6745  6279  sleeping 501 1132      109      37        12        3306      80        406        28      122K   41K    12        0.0   tgreen         
6279   zsh              0.0  00:00.14 1    0   19     56     8192B  0B     0B     2840K  37M    2404M  6279  1741  sleeping 501 3225      684      70        21        15105     171       117        0       381K   156K   0         0.0   tgreen         
3582   zsh              0.0  00:00.30 1    0   19     56     8192B  4096B  0B     3212K  45M    2404M  3582  1741  sleeping 501 5757      1291     71        22        28238     173       503        6       699K   322K   1         0.0   tgreen         
1743   zsh              0.0  00:00.23 1    0   19     56     8192B  4096B  0B     2936K  45M    2404M  1743  1741  sleeping 501 4402      964      84        28        19600     211       372        1       500K   685K   0         0.0   tgreen         
1741   tmux             1.3  06:17.31 1    0   8      46     6688K  6560K+ 0B     25M    44M+   2411M  1741  1     sleeping 501 8655565+  4553771+ 32        5         11202757+ 46        1056234+   167     785M+  474M+  17605     1.3   tgreen         
1693   tmux             0.0  00:00.03 1    0   15     32     188K   116K   0B     280K   19M    2387M  1693  652   sleeping 501 1376      512      37        18        2303      96        92         16      297K   395K   0         0.0   tgreen         
1204   com.apple.MailSe 0.0  00:01.21 3    0   130    123    1372K  872K   0B     1892K  53M    2454M  1204  1     sleeping 501 11586     450      21113     5544      36567     37260     35807      162     2106K  -3M    562       0.0   tgreen         
1150   com.apple.securi 0.0  00:01.42 3    0   131    78     2012K  1500K  0B     2164K  53M    2454M  1150  1     sleeping 501 11766     390      23257     6956      39954     44938     40428      42      2732K  -3M    576       0.0   tgreen         
1118   systemstatsd     0.0  00:01.77 2    1   26     40     20K    20K    0B     2552K  54M    2412M  1118  1     sleeping 0   18988     71       1397      561       46130     2022      12753      848     436K   8433K  82        0.0   root           
974    com.apple.WebKit 0.0  00:43.32 5    0   107    532    6676K  5340K  0B     29M    65M    3494M  974   1     sleeping 501 83734     2317     290742    159696    1459164   935277    897592     764     10M    67M    1120      0.0   tgreen         
972    Safari           0.0  01:55.63 18   0   453    1475   70M    58M    0B     95M    427M+  3688M  972   424   sleeping 501 608483    2638     307747    178192    1029167   1417650   845087     9196    13M    25M    3216      0.0   tgreen         
953    mdflagwriter     0.0  00:03.32 3    2   25     212    412K   308K   0B     21M    66M    2432M  953   424   sleeping 501 23971     81       10469     5223      108155    40393     19038      2       5707K  2100K  570       0.0   tgreen         
915    ConnectedDataRes 0.0  00:19.13 4    1   135    83     1872K  1260K  0B     1932K  64M    2481M  915   424   sleeping 501 11948     266      453719    262935    937658    881569    639843     101     4739K  -4M    3098      0.0   tgreen         
898    Karabiner_AXNoti 0.1  01:12.81 5    2   197    104    4296K  3656K  0B     1716K  76M    2496M  898   424   sleeping 501 223859+   293      794759+   559575+   383231+   2285055+  558983+    163     -25K   -31M-  32393     0.1   tgreen         
880    CIJScannerRegist 0.0  00:12.88 6    0   136    86     1668K  1132K  0B     1472K  53M    2470M  880   424   sleeping 501 55285     275      78913     34116     667283+   110963    261717+    15      54M    28M    70795+    0.1   tgreen         
877    Image Capture Ex 0.0  00:01.54 3    0   144    91     2024K  1432K  0B     2516K  68M    2486M  877   424   sleeping 501 12922     334      35704     12372     35310     47754     38199      189     2244K  -2M    571       0.0   tgreen         
855    TextExpander Hel 0.0  00:03.61 10   2   187    194    4576K  3124K  0B     5356K  192M   3523M  855   424   sleeping 501 22996     452      57200     24427     44232     109936    63615      725     4898K  -10M   904       0.0   tgreen         
854    Finder           0.1  00:45.64 12   5   249    246    13M    12M    0B     33M    191M   2618M  854   424   sleeping 501 441100+   710      386458    278516+   1080327+  1042727+  555239+    2066    5079K  -174M- 5053      0.1   tgreen         
834    com.bourgeoisbit 0.0  00:00.09 3    0   43     39     252K   156K   0B     800K   63M    2444M  834   1     sleeping 0   2331      138      1371      675       5939      2085      3319       3       1390K  211K   101       0.0   root           
808    storeagent       0.0  00:03.66 7    3   140    89     4628K  4060K  0B     6096K  52M    2446M  808   424   sleeping 501 16357     326      23142     14116     150076    49545     101156     908     5444K  -6M    284       0.0   tgreen         
805    com.apple.geod   0.0  00:00.05 2    0   53     42     536K   352K   0B     1104K  52M    2411M  805   1     sleeping 501 1854      189      266       120       971       573       558        41      196K   149K   0         0.0   tgreen         
801    Karabiner        0.0  00:04.34 5    0   182    152    5712K  4816K  0B     16M    96M    2580M  801   424   sleeping 501 22807     367      47402     18679     70515     63404     52677      393     3049K  43M    555       0.0   tgreen         
800    Cloak            0.0  00:05.00 7    2   200    160    4388K  3476K  0B     11M    60M    2495M  800   424   sleeping 501 24863     458      62154     30657     112092    136839    111048     1953    5113K  -18M   1409      0.0   tgreen         
797    Seil             0.0  00:01.81 5    0   186    156    3220K  2576K  0B     9412K  63M    2550M  797   424   sleeping 501 15061     362      34721     12684     42344     53750     45727      86      3010K  -3M    680       0.0   tgreen         
796    Memory Clean     0.0  00:10.61 7    2   177    179    5324K  3988K  0B     3944K  55M    2478M  796   424   sleeping 501 40956     353      77607     43290     92443     227111    93960      261     4663K  -10M   3953      0.0   tgreen         
794    BlueHarvest      0.0  00:12.39 9    2   226    210    7076K  4992K  0B     9936K  64M    2506M  794   424   sleeping 501 47355     542      42898     17319     85757     93318     281731     393     3761K  -22M   638       0.0   tgreen         
